DATAFLOW,LAST UPDATE,freq,unit,tra_meas,schedule,tra_cov,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2013-06,20264,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2013-07,18871.9,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2013-08,18854.5,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2013-09,21820.2,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2013-10,23908.6,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2013-11,24051.3,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2013-12,20845.4,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-01,20191.3,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-02,19655.3,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-03,24836.6,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-04,24679.4,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-05,23559.7,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-06,23210.1,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-07,23192.1,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-08,22300.7,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-09,24396.1,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-10,27308.2,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-11,27591.1,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2014-12,23572.6,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-01,21515.2,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-02,20217.2,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-03,23244.8,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-04,23450.8,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-05,23231,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-06,22994.6,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-07,23365.7,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-08,22354.6,
ESTAT:AVIA_GOOC(1.0),16/10/23 11:00:00,M,T,FRM_BRD,TOT,TOTAL,AT,2015-09,24515,
