DATAFLOW,LAST UPDATE,freq,unit,tra_meas,schedule,tra_cov,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2010-Q1,93302.1,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2010-Q2,94657.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2010-Q3,93716.6,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2010-Q4,103315.2,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2011-Q1,101882.8,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2011-Q2,101635.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2011-Q3,99448.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2011-Q4,101923,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2012-Q1,98530.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2012-Q2,100192.2,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2012-Q3,101144.3,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2012-Q4,101686.6,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2013-Q1,97121.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2013-Q2,99985.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2013-Q3,99812.6,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2013-Q4,104994.6,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2014-Q1,99884.7,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2014-Q2,101216.3,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2014-Q3,102213.2,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2014-Q4,106094.2,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2015-Q1,96230.3,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2015-Q2,99800,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2015-Q3,101207.5,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2015-Q4,106025.8,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2016-Q1,96356.8,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2016-Q2,105638.6,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2016-Q3,109430.2,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2016-Q4,118652.7,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2017-Q1,113258.9,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2017-Q2,119791.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2017-Q3,123312.2,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2017-Q4,130404.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2018-Q1,118287.4,
ESTAT:AVIA_GOOC(1.0),11/10/23 23:00:00,Q,T,FRM_BRD,TOT,TOTAL,CH,2018-Q2,122850.4,
