DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,schedule,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2019-06,1738425,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2019-07,1844786,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2019-08,1849925,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2019-09,1696012,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2019-10,1663206,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2019-11,1315650,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2019-12,1174518,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-01,1201244,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-02,1197868,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-03,564959,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-04,20544,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-05,31751,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-06,95059,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-07,338631,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-08,421307,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-09,312037,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-10,267175,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-11,131065,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2020-12,147732,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-01,116106,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-02,70240,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-03,93857,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-04,128782,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-05,170356,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-06,301711,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-07,749793,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-08,881847,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-09,825012,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-10,1014067,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-11,832800,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2021-12,643399,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-01,539382,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-02,632149,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-03,881759,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-04,1158074,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-05,1322138,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-06,1379649,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-07,1545458,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-08,1567282,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-09,1441019,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-10,1454354,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-11,1084818,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2022-12,1000703,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2023-01,992338,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2023-02,1002279,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2023-03,1187855,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2023-04,1399087,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2023-05,1498984,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,DK,2023-06,1536147,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-01,97844,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-02,93019,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-03,118245,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-04,131560,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-05,149765,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-06,154440,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-07,160841,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-08,156267,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-09,147886,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-10,157376,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-11,120467,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2019-12,117063,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-01,102756,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-02,103566,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-03,57886,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-04,1409,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-05,5172,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-06,12837,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-07,39435,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-08,40297,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-09,19785,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-10,17191,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-11,13075,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2020-12,16350,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-01,12197,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-02,11860,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-03,15840,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-04,22285,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-05,27790,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-06,46788,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-07,82243,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-08,87087,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-09,77944,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-10,91679,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-11,82185,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2021-12,83317,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-01,64984,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-02,60150,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-03,86186,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-04,103284,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-05,136859,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-06,135688,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-07,145167,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-08,139672,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-09,130223,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-10,141608,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-11,104559,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2022-12,105308,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2023-01,92955,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2023-02,91501,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2023-03,118945,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2023-04,113778,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2023-05,138644,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EE,2023-06,133868,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-01,1047285,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-02,1024683,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-03,1266210,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-04,2005163,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-05,3106701,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-06,4348077,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-07,5105101,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-08,5001572,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-09,4111737,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-10,2601703,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-11,1238119,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2019-12,1262939,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-01,1105594,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-02,1065975,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-03,520541,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-04,19271,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-05,82487,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-06,309319,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-07,1610141,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-08,2229882,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-09,1505810,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-10,1042495,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-11,180875,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2020-12,193887,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-01,183038,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-02,162186,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-03,200891,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-04,279036,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-05,692997,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-06,1715420,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-07,3631326,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-08,3924305,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-09,3064752,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-10,2271546,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-11,919425,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2021-12,909589,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-01,597569,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-02,678105,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-03,966644,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-04,1905645,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-05,3179922,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-06,4375803,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-07,5446925,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-08,5210268,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-09,4252048,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-10,2804522,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-11,1181374,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2022-12,1231950,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,EL,2023-01,1132050,e
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-01,8041526,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-02,8122552,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-03,9866936,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-04,11566212,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-05,12384372,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-06,13507795,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-07,14615482,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-08,14291485,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-09,13428814,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-10,11906448,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-11,8808835,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2019-12,9152888,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-01,8190879,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-02,8377463,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-03,3657522,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-04,55276,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-05,121977,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-06,534380,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-07,3700092,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-08,4246555,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-09,2652063,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-10,2203776,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-11,1391672,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2020-12,1893117,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-01,1312274,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-02,1081641,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-03,1572354,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-04,1789256,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-05,2960832,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-06,4669840,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-07,7650611,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-08,8738760,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-09,8195961,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-10,8486693,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-11,6446644,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2021-12,6441445,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2022-01,4918995,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2022-02,5978148,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2022-03,7715407,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,ES,2022-04,10132566,
