DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,schedule,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2020-06,85678,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2020-07,1220108,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2020-08,1857774,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2020-09,1405173,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2020-10,833508,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2020-11,358535,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2020-12,483087,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-01,364041,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-02,260715,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-03,357849,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-04,426751,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-05,698218,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-06,1538625,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-07,2766149,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-08,3201160,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-09,2809590,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-10,2450515,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-11,2039135,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2021-12,1981064,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-01,1617296,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-02,1709060,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-03,2149673,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-04,2766874,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-05,3459703,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-06,4240863,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-07,4728567,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-08,4688178,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-09,4342364,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-10,3805911,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-11,2872173,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2022-12,2966880,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2023-01,2942961,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2023-02,2829082,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2023-03,3238775,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2023-04,3794066,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2023-05,4387369,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PL,2023-06,5062383,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-01,3144946,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-02,3073012,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-03,3887833,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-04,4859871,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-05,5116936,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-06,5392085,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-07,5799800,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-08,5910963,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-09,5474990,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-10,5047546,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-11,3666403,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2019-12,3633509,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-01,3415852,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-02,3439325,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-03,1831056,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-04,31985,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-05,77081,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-06,284709,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-07,1157154,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-08,1941565,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-09,1635649,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-10,1239595,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-11,613604,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2020-12,881418,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-01,667965,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-02,208528,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-03,335075,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-04,590810,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-05,1075486,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-06,1692022,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-07,2401932,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-08,3384275,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-09,3196765,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-10,3571556,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-11,2824805,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2021-12,2398473,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-01,2241769,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-02,2638795,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-03,3609915,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-04,4939344,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-05,5346816,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-06,5714874,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-07,6313424,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-08,6371575,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-09,5872157,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-10,5690305,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-11,4167739,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2022-12,4175010,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2023-01,3541234,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2023-02,4092800,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2023-03,4894308,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2023-04,5820608,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,PT,2023-05,6093054,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-01,1441209,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-02,1350979,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-03,1517764,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-04,1711251,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-05,1869355,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-06,1992254,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-07,2195022,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-08,2280374,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-09,2094041,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-10,1883410,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-11,1604098,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2019-12,1626108,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-01,1536188,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-02,1400736,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-03,631441,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-04,44933,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-05,44906,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-06,116011,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-07,571531,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-08,690804,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-09,628514,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-10,427821,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-11,222198,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2020-12,318364,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-01,323288,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-02,223655,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-03,272978,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-04,421734,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-05,559670,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-06,922571,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-07,1482042,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-08,1699936,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-09,1479224,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-10,1127876,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-11,842749,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2021-12,1028890,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-01,862337,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-02,788804,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-03,1218537,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-04,1706857,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-05,1786162,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-06,1955875,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-07,2148391,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-08,2274745,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-09,1893791,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-10,1817730,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-11,1513721,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2022-12,1569001,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2023-01,1571567,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2023-02,1422567,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RO,2023-03,1635260,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-01,372364,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-02,339199,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-03,398806,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-04,496653,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-05,537239,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-06,631590,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-07,734858,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-08,756919,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-09,646748,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-10,606055,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-11,465878,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2019-12,464334,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-01,442925,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-02,395690,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-03,179778,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-04,5894,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-05,10162,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-06,78531,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-07,125379,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-08,176727,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-09,207386,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-10,208320,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-11,3815,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2020-12,103861,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-01,101988,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-02,88860,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-03,98021,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-04,134434,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-05,197415,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-06,323724,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-07,562088,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-08,607464,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-09,419966,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-10,340981,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-11,269934,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2021-12,286875,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2022-01,254771,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2022-02,224065,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2022-03,314194,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2022-04,422831,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2022-05,501304,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,RS,2022-06,576394,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-01,2571315,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-02,2514946,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-03,2941902,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-04,3068756,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-05,3409232,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-06,3684566,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-07,3714250,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-08,3583942,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-09,3468876,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-10,3293082,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-11,2716695,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2019-12,2647201,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2020-01,2472049,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2020-02,2418239,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2020-03,1183305,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2020-04,53595,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2020-05,70837,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2020-06,157902,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2020-07,432324,
ESTAT:AVIA_PAOC(1.0),16/10/23 11:00:00,M,PAS,PAS_CRD,TOTAL,TOT,SE,2020-08,591423,
